epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,1954.86,0.96935,0.53502,0.84623,0.56158,0.43719,0.45063,0.27759,1.15736,0.84459,0.87879,0.00109,0.00109,0.00109
92,1975.63,0.95853,0.5252,0.84501,0.55625,0.4388,0.44928,0.27655,1.15842,0.84878,0.87905,0.000991,0.000991,0.000991
93,1996.92,0.97871,0.53402,0.84448,0.56201,0.43597,0.44893,0.27528,1.16013,0.85028,0.87958,0.000892,0.000892,0.000892
94,2018.27,0.96072,0.52799,0.84248,0.56195,0.43532,0.44939,0.27501,1.16044,0.85172,0.87969,0.000793,0.000793,0.000793
95,2039.04,0.96734,0.52454,0.84184,0.56378,0.43416,0.44913,0.27502,1.15964,0.85462,0.8792,0.000694,0.000694,0.000694
96,2060.42,0.9496,0.519,0.84128,0.56496,0.43283,0.44956,0.27506,1.16016,0.85422,0.87948,0.000595,0.000595,0.000595
97,2081.29,0.95048,0.51429,0.84039,0.55848,0.43678,0.45017,0.275,1.16144,0.85602,0.87956,0.000496,0.000496,0.000496
98,2102.05,0.95724,0.51639,0.84104,0.56655,0.43487,0.45041,0.27445,1.16198,0.85542,0.87998,0.000397,0.000397,0.000397
99,2122.67,0.93721,0.50657,0.83979,0.56387,0.43633,0.44974,0.27514,1.16011,0.85506,0.87945,0.000298,0.000298,0.000298
100,2143.77,0.93764,0.50629,0.83917,0.55816,0.43854,0.44842,0.27394,1.1604,0.85547,0.8793,0.000199,0.000199,0.000199
